Label,ID,Text
TEng,article-13-15-teng,"We therefore carried out, as a first step, an inventory of the prepositions present in a certain number of resources, lexicons and / or dictionaries on the one hand, for the general list, syntactic lexicons on the other hand, for the list of argument prepositions. However, two resources fall into two categories, the Lefff and the UNL dictionary:"
French,article-13-17-fr,"UNL (Universal Networking Language (Sérasset & Boitet, 2000)), est un dictionnaire du français vers un anglais désambiguïsé conçu pour la traduction automatique, qui comprend des informations syntaxiques dans sa partie française. UNL n’a qu’une couverture assez faible (moins de 27 000 lemmes), mais il propose dans sa partie anglaise des informations de type sémantique que nous envisageons d’utiliser par la suite. UNL contient 48 prépositions simples dont 10 apparaissant dans les cadres de sous-catégorisation des verbes."
English,article-13-17-eng,"UNL (Universal Networking Language (S´erasset and Boitet, 2000)), is a French to disambiguated English dictionary for machine translation, which contains syntactic information in its French part (see table 1 for a UNL example entry). UNL has limited coverage (less than 27,000 lemmas), but it provides, in the English part, semantic information that we will consider using in the near future. UNL contains 48 simple prepositions, among which 12 appear in verb subcategorization frames."
TEng,article-13-17-teng,"UNL (Universal Networking Language (Sérasset & Boitet, 2000)), is a disambiguated French to English dictionary designed for machine translation, which includes syntactic information in its French part. UNL has only fairly weak coverage (less than 27,000 lemmas), but it offers semantic information in its English part which we plan to use later. UNL contains 48 simple prepositions, 10 of which appear in the sub-categorization of verbs."
French,article-17-0-fr,"Dans le cadre du projet Papillon qui vise à la construction de bases lexicales multilingues par acceptions, nous avons défini des stratégies pour peupler un dictionnaire pivot de liens interlingues à partir d’une base vectorielle monolingue. Il peut y avoir un nombre important de sens par entrée et donc l’identification des acceptions correspondantes peut être erronée. Nous améliorons l’intégrité de la base d’acception grâce à des agents experts dans les fonctions lexicales comme la synonymie, l’antonymie, l’hypéronymie ou l’holonymie. Ces agents sont capable de calculer la pertinence d’une relation sémantique entre deux acceptions par les diverses informations lexicales récoltées et les vecteurs conceptuels."
English,article-17-0-eng,"In the framework of the Papillon project, we have defined strategies for populating a pivot dictionnary of interlingual links from monolingual vectorial bases. There are quite a number of acceptions per entry thus, the proper identification may be quite troublesome and some added clues beside acception links may be useful. We improve the integrity of the acception base through well known semantic relations like synonymy, antonymy, hyperonymy and holonymy relying on lexical functions agents. These semantic relation agents can compute the pertinence of a semantic relation between two acceptions thanks to various lexical informations and conceptual vectors."
TEng,article-17-0-teng,"Within the framework of the Papillon project which aims at building multilingual lexical bases by acceptances, we defined strategies to populate a pivot dictionary of interlingual links from a monolingual vector base. There can be a significant number of meanings per entry and therefore the identification of the corresponding meanings may be incorrect. We improve the integrity of the acceptance basis thanks to agents expert in lexical functions such as synonymy, anonymity, hyperonymy or holonymy. These agents are capable of calculating the relevance of a semantic relationship between two meanings by the various lexical information collected and the conceptual vectors."
French,article-17-14-fr,"Liens sémantiques
Les relations sémantiques entre items lexicaux structurent le lexique sur le plan paradigmatique. Ces relations sont de deux types : les relations hiérarchiques (hyponymie/hypéronymie, méronymie/holonymie) et les relations d’équivalence/opposition (synonymie, antonymie). Elles sont souvent décrites comme des relations booléennes, i.e, elles existent entre deux items ou non (Polguère, 2001). Dans le cas des acceptions, monosémiques par définitions, les relations hiérarchiques sont transitives et la synonymie peut être considérée comme une équivalence."
English,article-17-14-eng,"Semantic Links and Integrity Constraints
The semantic relations between lexical units help structuring the lexicon on the paradigmatic plane. These well known relations are often described in two types: the hierarchical relations (hyponymy, hyperonymy, meronymy and holonymy) and the equivalence/opposition relations (synonymy, antonymy). In some linguistic research ([Polguere, 2001 ], [Lehmann et Martin-Berthet, 98]) they are defined as boolean relations i.e. they either hold between two words or they don't. For acceptions, which are monosemic, hierarchical relations are transitive and synonymy is considered as an equivalence."
TEng,article-17-14-teng,"Semantic links
The semantic relationships between lexical items structure the lexicon on a paradigmatic level. These relationships are of two types: hierarchical relationships (hyponymy / hyperonymy, meronymy / holonymy) and equivalence / opposition relationships (synonymy, antonymy). They are often described as Boolean relationships, i.e., they exist between two items or not (Polguère, 2001). In the case of acceptances, monosemic by definition, hierarchical relationships are transitive and synonymy can be considered as an equivalence."
French,article-17-18-fr,"Création et suppression de liens
Nous voulons ajouter des liens sémantiques à la base d’acceptions afin, non seulement de constituer un réseau sémantique mais également pour pouvoir vérifier son intégrité. Les agents capables d’évaluer une relation sémantique valuée peuvent créer des liens sémantiques valués si la valuation est supérieure à un seuil s. Par exemple, si un agent expert d’antonymie évalue l’antonymie entre ,froidet ,chaud- à une valeur n supérieure à s, il construit un lien sémantique entre les deux acceptions valué à n."
English,article-17-18-eng,"Links Creation and Deletion
We want to add semantics links to the acception base in order to assess the integrity of the base. Agents which can evaluate a given semantic relation can create valued semantics links if the valuation result is above a threshold th. For exemple, if one antonymy agent evaluates antonymy between ,cold- and ,hot- at a value above th, it builds a semantic link between the two acceptions valued at th. This threshold is not fixed in advance, and it evolves according to the number of links already built."
TEng,article-17-18-teng,"Creation and removal of links
We want to add semantic links to the acceptance base in order not only to constitute a semantic network but also to be able to verify its integrity. Agents capable of evaluating a valued semantic relationship can create valued semantic links if the valuation is greater than a threshold s. For example, if an expert anonymity agent evaluates the anonymity between, cold and warm - at a value n greater than s, he builds a semantic link between the two meanings valued at n."
French,article-17-19-fr,Le seuil n’est pas fixé en avance et il évolue constament en fonction du nombre de liens déjà construits. Le système apprend en fonction des nouvelles données (nouveaux dictionnaires monolingues ou bilingues) ou en révisant les anciennes données et donc les agents doivent régulièrement recalculer les relations et si la condition pour préserver le lien (être supérieur à s) n’est plus respectée alors le lien est détruit.
English,article-17-19-eng,"Thus, this value will evolve during time. The system learns from new data (new monolingual or bilinguals dictionnaries) or by revising old data so agents can compute again a relation and if the condition to preserve the link, to be above th, is not verified the link is deleted."
TEng,article-17-19-teng,The threshold is not set in advance and it is constantly changing depending on the number of links already built. The system learns according to the new data (new monolingual or bilingual dictionaries) or by revising the old data and therefore the agents must regularly recalculate the relationships and if the condition to preserve the link (be greater than s) is no longer met the link is destroyed.
French,article-17-2-fr,"Introduction
La recherche en représentation de sens est un important problème qui a été abordé selon plusieurs approches. Notre équipe travaille actuellement sur l’analyse thématique de textes et la désambiguïsation lexicale (Lafourcade, 2001). Nous construisons un système capable d’apprentissage automatique basé sur les vecteurs conceptuels. Les vecteurs contiennent les idées associées aux mots ou expressions. Le système d’apprentissage construit ou révise automatiquement les vecteurs conceptuels à partir de définitions en langage naturel contenues dans les dictionnaires à usage humain."
English,article-17-2-eng,"Introduction
Research in meaning representation in NLP is an important problem still addressed through several approaches. The NLP team from LIRMM currently works on thematic text analysis and lexical disambiguation [Lafourcade, 2001]. To this purpose, we built a system, with automated learning capabilities, based on conceptual vectors for meaning representation. Vectors are supposed to encode `ideas' associated to words or expressions. The conceptual vectors learning system automatically defines or revises its vectors from definitions in natural language contained in electronic dictionaries for human usage."
TEng,article-17-2-teng,"Introduction
Research into the representation of meaning is an important problem which has been approached according to several approaches. Our team is currently working on thematic text analysis and lexical disambiguation (Lafourcade, 2001). We are building a system capable of machine learning based on conceptual vectors. The vectors contain the ideas associated with the words or expressions. The learning system automatically constructs or revises conceptual vectors from natural language definitions contained in dictionaries for human use."
